site,plot,drought,year,month,day,vwc,date,week.num,julian
Kinsella,Ki-E2-42,drought,2018,7,4,0.203083333,2018-07-04,27,185
Kinsella,Ki-E2-42,drought,2018,7,5,0.177083333,2018-07-05,27,186
Kinsella,Ki-E2-42,drought,2018,7,6,0.144,2018-07-06,27,187
Kinsella,Ki-E2-42,drought,2018,7,7,0.116458333,2018-07-07,27,188
Kinsella,Ki-E2-42,drought,2018,7,8,0.102041667,2018-07-08,27,189
Kinsella,Ki-E2-42,drought,2018,7,9,0.096958333,2018-07-09,28,190
Kinsella,Ki-E2-42,drought,2018,7,10,0.09575,2018-07-10,28,191
Kinsella,Ki-E2-42,drought,2018,7,11,0.151333333,2018-07-11,28,192
Kinsella,Ki-E2-42,drought,2018,7,12,0.147541667,2018-07-12,28,193
Kinsella,Ki-E2-42,drought,2018,7,13,0.124,2018-07-13,28,194
Kinsella,Ki-E2-42,drought,2018,7,14,0.11775,2018-07-14,28,195
Kinsella,Ki-E2-42,drought,2018,7,15,0.110791667,2018-07-15,28,196
Kinsella,Ki-E2-42,drought,2018,7,16,0.10175,2018-07-16,29,197
Kinsella,Ki-E2-42,drought,2018,7,17,0.09575,2018-07-17,29,198
Kinsella,Ki-E2-42,drought,2018,7,18,0.09875,2018-07-18,29,199
Kinsella,Ki-E2-42,drought,2018,7,19,0.109041667,2018-07-19,29,200
Kinsella,Ki-E2-42,drought,2018,7,20,0.103958333,2018-07-20,29,201
Kinsella,Ki-E2-42,drought,2018,7,21,0.130375,2018-07-21,29,202
Kinsella,Ki-E2-42,drought,2018,7,22,0.243375,2018-07-22,29,203
Kinsella,Ki-E2-42,drought,2018,7,23,0.223958333,2018-07-23,30,204
Kinsella,Ki-E2-42,drought,2018,7,24,0.202791667,2018-07-24,30,205
Kinsella,Ki-E2-42,drought,2018,7,25,0.186708333,2018-07-25,30,206
Kinsella,Ki-E2-42,drought,2018,7,26,0.16425,2018-07-26,30,207
Kinsella,Ki-E2-42,drought,2018,7,27,0.138333333,2018-07-27,30,208
Kinsella,Ki-E2-42,drought,2018,7,28,0.116333333,2018-07-28,30,209
Kinsella,Ki-E2-42,drought,2018,7,29,0.102,2018-07-29,30,210
Kinsella,Ki-E2-42,drought,2018,7,30,0.09525,2018-07-30,31,211
Kinsella,Ki-E2-42,drought,2018,7,31,0.092166667,2018-07-31,31,212
Kinsella,Ki-E2-42,drought,2018,8,1,0.08975,2018-08-01,31,213
Kinsella,Ki-E2-42,drought,2018,8,2,0.092291667,2018-08-02,31,214
Kinsella,Ki-E2-42,drought,2018,8,3,0.090333333,2018-08-03,31,215
Kinsella,Ki-E2-42,drought,2018,8,4,0.103083333,2018-08-04,31,216
Kinsella,Ki-E2-42,drought,2018,8,5,0.129416667,2018-08-05,31,217
Kinsella,Ki-E2-42,drought,2018,8,6,0.114208333,2018-08-06,32,218
Kinsella,Ki-E2-42,drought,2018,8,7,0.099625,2018-08-07,32,219
Kinsella,Ki-E2-42,drought,2018,8,8,0.09375,2018-08-08,32,220
Kinsella,Ki-E2-42,drought,2018,8,9,0.0905,2018-08-09,32,221
Kinsella,Ki-E2-42,drought,2018,8,10,0.087958333,2018-08-10,32,222
Kinsella,Ki-E2-42,drought,2018,8,11,0.085291667,2018-08-11,32,223
Kinsella,Ki-E2-42,drought,2018,8,12,0.088083333,2018-08-12,32,224
Kinsella,Ki-E2-42,drought,2018,8,13,0.099291667,2018-08-13,33,225
Kinsella,Ki-E2-42,drought,2018,8,14,0.094041667,2018-08-14,33,226
Kinsella,Ki-E2-42,drought,2018,8,15,0.091083333,2018-08-15,33,227
Kinsella,Ki-E2-42,drought,2018,8,16,0.089916667,2018-08-16,33,228
Kinsella,Ki-E2-42,drought,2018,8,17,0.088708333,2018-08-17,33,229
Kinsella,Ki-E2-42,drought,2018,8,18,0.085916667,2018-08-18,33,230
Kinsella,Ki-E2-42,drought,2018,8,19,0.083541667,2018-08-19,33,231
Kinsella,Ki-E2-42,drought,2018,8,20,0.082125,2018-08-20,34,232
Kinsella,Ki-E2-42,drought,2018,8,21,0.0815,2018-08-21,34,233
Kinsella,Ki-E2-42,drought,2018,8,22,0.0805,2018-08-22,34,234
Kinsella,Ki-E2-42,drought,2018,8,23,0.079541667,2018-08-23,34,235
Kinsella,Ki-E2-42,drought,2018,8,24,0.078083333,2018-08-24,34,236
Kinsella,Ki-E2-42,drought,2018,8,25,0.078208333,2018-08-25,34,237
Kinsella,Ki-E2-42,drought,2018,8,26,0.078291667,2018-08-26,34,238
Kinsella,Ki-E2-42,drought,2018,8,27,0.077041667,2018-08-27,35,239
Kinsella,Ki-E2-42,drought,2018,8,28,0.076583333,2018-08-28,35,240
Kinsella,Ki-E2-42,drought,2018,8,29,0.078333333,2018-08-29,35,241
Kinsella,Ki-E2-42,drought,2018,8,30,0.079916667,2018-08-30,35,242
Kinsella,Ki-E2-42,drought,2018,8,31,0.078583333,2018-08-31,35,243
Kinsella,Ki-E2-42,drought,2018,9,1,0.080875,2018-09-01,35,244
Kinsella,Ki-E2-42,drought,2018,9,2,0.080541667,2018-09-02,35,245
Kinsella,Ki-E2-42,drought,2018,9,3,0.079666667,2018-09-03,36,246
Kinsella,Ki-E2-42,drought,2018,9,4,0.078666667,2018-09-04,36,247
Kinsella,Ki-E2-42,drought,2018,9,5,0.077583333,2018-09-05,36,248
Kinsella,Ki-E2-42,drought,2018,9,6,0.076625,2018-09-06,36,249
Kinsella,Ki-E2-42,drought,2018,9,7,0.077083333,2018-09-07,36,250
Kinsella,Ki-E2-42,drought,2018,9,8,0.075625,2018-09-08,36,251
Kinsella,Ki-E2-42,drought,2018,9,9,0.075083333,2018-09-09,36,252
Kinsella,Ki-E2-42,drought,2018,9,10,0.079916667,2018-09-10,37,253
Kinsella,Ki-E2-42,drought,2018,9,11,0.085416667,2018-09-11,37,254
Kinsella,Ki-E2-42,drought,2018,9,12,0.11925,2018-09-12,37,255
Kinsella,Ki-E2-42,drought,2018,9,13,0.150291667,2018-09-13,37,256
Kinsella,Ki-E2-42,drought,2018,9,14,0.181125,2018-09-14,37,257
Kinsella,Ki-E2-42,drought,2018,9,15,0.197416667,2018-09-15,37,258
Kinsella,Ki-E2-42,drought,2018,9,16,0.218708333,2018-09-16,37,259
Kinsella,Ki-E2-42,drought,2018,9,17,0.22675,2018-09-17,38,260
Kinsella,Ki-E2-42,drought,2018,9,18,0.225583333,2018-09-18,38,261
Kinsella,Ki-E2-42,drought,2018,9,19,0.222230769,2018-09-19,38,262
Kinsella,Ki-E2-42,drought,2019,5,14,0.19425,2019-05-14,20,134
Kinsella,Ki-E2-42,drought,2019,5,15,0.199833333,2019-05-15,20,135
Kinsella,Ki-E2-42,drought,2019,5,16,0.198375,2019-05-16,20,136
Kinsella,Ki-E2-42,drought,2019,5,17,0.193583333,2019-05-17,20,137
Kinsella,Ki-E2-42,drought,2019,5,18,0.19,2019-05-18,20,138
Kinsella,Ki-E2-42,drought,2019,5,19,0.186333333,2019-05-19,20,139
Kinsella,Ki-E2-42,drought,2019,5,20,0.181875,2019-05-20,21,140
Kinsella,Ki-E2-42,drought,2019,5,21,0.177208333,2019-05-21,21,141
Kinsella,Ki-E2-42,drought,2019,5,22,0.17225,2019-05-22,21,142
Kinsella,Ki-E2-42,drought,2019,5,23,0.166083333,2019-05-23,21,143
Kinsella,Ki-E2-42,drought,2019,5,24,0.185375,2019-05-24,21,144
Kinsella,Ki-E2-42,drought,2019,5,25,0.262541667,2019-05-25,21,145
Kinsella,Ki-E2-42,drought,2019,5,26,0.250708333,2019-05-26,21,146
Kinsella,Ki-E2-42,drought,2019,5,27,0.241708333,2019-05-27,22,147
Kinsella,Ki-E2-42,drought,2019,5,28,0.233375,2019-05-28,22,148
Kinsella,Ki-E2-42,drought,2019,5,29,0.223,2019-05-29,22,149
Kinsella,Ki-E2-42,drought,2019,5,30,0.215083333,2019-05-30,22,150
Kinsella,Ki-E2-42,drought,2019,5,31,0.212041667,2019-05-31,22,151
Kinsella,Ki-E2-42,drought,2019,6,1,0.205166667,2019-06-01,22,152
Kinsella,Ki-E2-42,drought,2019,6,2,0.19425,2019-06-02,22,153
Kinsella,Ki-E2-42,drought,2019,6,3,0.182291667,2019-06-03,23,154
Kinsella,Ki-E2-42,drought,2019,6,4,0.170958333,2019-06-04,23,155
Kinsella,Ki-E2-42,drought,2019,6,5,0.175083333,2019-06-05,23,156
Kinsella,Ki-E2-42,drought,2019,6,6,0.17325,2019-06-06,23,157
Kinsella,Ki-E2-42,drought,2019,6,7,0.245083333,2019-06-07,23,158
Kinsella,Ki-E2-42,drought,2019,6,8,0.252333333,2019-06-08,23,159
Kinsella,Ki-E2-42,drought,2019,6,9,0.243041667,2019-06-09,23,160
Kinsella,Ki-E2-42,drought,2019,6,10,0.2355,2019-06-10,24,161
Kinsella,Ki-E2-42,drought,2019,6,11,0.227458333,2019-06-11,24,162
Kinsella,Ki-E2-42,drought,2019,6,12,0.218458333,2019-06-12,24,163
Kinsella,Ki-E2-42,drought,2019,6,13,0.207375,2019-06-13,24,164
Kinsella,Ki-E2-42,drought,2019,6,14,0.19425,2019-06-14,24,165
Kinsella,Ki-E2-42,drought,2019,6,15,0.181,2019-06-15,24,166
Kinsella,Ki-E2-42,drought,2019,6,16,0.170208333,2019-06-16,24,167
Kinsella,Ki-E2-42,drought,2019,6,17,0.1565,2019-06-17,25,168
Kinsella,Ki-E2-42,drought,2019,6,18,0.141708333,2019-06-18,25,169
Kinsella,Ki-E2-42,drought,2019,6,19,0.187916667,2019-06-19,25,170
Kinsella,Ki-E2-42,drought,2019,6,20,0.294375,2019-06-20,25,171
Kinsella,Ki-E2-42,drought,2019,6,21,0.342833333,2019-06-21,25,172
Kinsella,Ki-E2-42,drought,2019,6,22,0.341083333,2019-06-22,25,173
Kinsella,Ki-E2-42,drought,2019,6,23,0.348208333,2019-06-23,25,174
Kinsella,Ki-E2-42,drought,2019,6,24,0.3425,2019-06-24,26,175
Kinsella,Ki-E2-42,drought,2019,6,25,0.3405,2019-06-25,26,176
Kinsella,Ki-E2-42,drought,2019,6,26,0.338791667,2019-06-26,26,177
Kinsella,Ki-E2-42,drought,2019,6,27,0.334708333,2019-06-27,26,178
Kinsella,Ki-E2-42,drought,2019,6,28,0.349625,2019-06-28,26,179
Kinsella,Ki-E2-42,drought,2019,6,29,0.347083333,2019-06-29,26,180
Kinsella,Ki-E2-42,drought,2019,6,30,0.342916667,2019-06-30,26,181
Kinsella,Ki-E2-42,drought,2019,7,1,0.337,2019-07-01,27,182
Kinsella,Ki-E2-42,drought,2019,7,2,0.334875,2019-07-02,27,183
Kinsella,Ki-E2-42,drought,2019,7,3,0.330125,2019-07-03,27,184
Kinsella,Ki-E2-42,drought,2019,7,4,0.325625,2019-07-04,27,185
Kinsella,Ki-E2-42,drought,2019,7,5,0.318375,2019-07-05,27,186
Kinsella,Ki-E2-42,drought,2019,7,6,0.312708333,2019-07-06,27,187
Kinsella,Ki-E2-42,drought,2019,7,7,0.354791667,2019-07-07,27,188
Kinsella,Ki-E2-42,drought,2019,7,8,0.352833333,2019-07-08,28,189
Kinsella,Ki-E2-42,drought,2019,7,9,0.350958333,2019-07-09,28,190
Kinsella,Ki-E2-42,drought,2019,7,10,0.34475,2019-07-10,28,191
Kinsella,Ki-E2-42,drought,2019,7,11,0.336583333,2019-07-11,28,192
Kinsella,Ki-E2-42,drought,2019,7,12,0.328541667,2019-07-12,28,193
Kinsella,Ki-E2-42,drought,2019,7,13,0.318,2019-07-13,28,194
Kinsella,Ki-E2-42,drought,2019,7,14,0.3105,2019-07-14,28,195
Kinsella,Ki-E2-42,drought,2019,7,15,0.321541667,2019-07-15,29,196
Kinsella,Ki-E2-42,drought,2019,7,16,0.312333333,2019-07-16,29,197
Kinsella,Ki-E2-42,drought,2019,7,17,0.309416667,2019-07-17,29,198
Kinsella,Ki-E2-42,drought,2019,7,18,0.331416667,2019-07-18,29,199
Kinsella,Ki-E2-42,drought,2019,7,19,0.345541667,2019-07-19,29,200
Kinsella,Ki-E2-42,drought,2019,7,20,0.349416667,2019-07-20,29,201
Kinsella,Ki-E2-42,drought,2019,7,21,0.340333333,2019-07-21,29,202
Kinsella,Ki-E2-42,drought,2019,7,22,0.33,2019-07-22,30,203
Kinsella,Ki-E2-42,drought,2019,7,23,0.316666667,2019-07-23,30,204
Kinsella,Ki-E2-42,drought,2019,7,24,0.300708333,2019-07-24,30,205
Kinsella,Ki-E2-42,drought,2019,7,25,0.307083333,2019-07-25,30,206
Kinsella,Ki-E2-42,drought,2019,7,26,0.300958333,2019-07-26,30,207
Kinsella,Ki-E2-42,drought,2019,7,27,0.289958333,2019-07-27,30,208
Kinsella,Ki-E2-42,drought,2019,7,28,0.329458333,2019-07-28,30,209
Kinsella,Ki-E2-42,drought,2019,7,29,0.321541667,2019-07-29,31,210
Kinsella,Ki-E2-42,drought,2019,7,30,0.315125,2019-07-30,31,211
Kinsella,Ki-E2-42,drought,2019,7,31,0.307916667,2019-07-31,31,212
Kinsella,Ki-E2-42,drought,2019,8,1,0.312583333,2019-08-01,31,213
Kinsella,Ki-E2-42,drought,2019,8,2,0.307333333,2019-08-02,31,214
Kinsella,Ki-E2-42,drought,2019,8,3,0.296833333,2019-08-03,31,215
Kinsella,Ki-E2-42,drought,2019,8,4,0.2835,2019-08-04,31,216
Kinsella,Ki-E2-42,drought,2019,8,5,0.261083333,2019-08-05,32,217
Kinsella,Ki-E2-42,drought,2019,8,6,0.246208333,2019-08-06,32,218
Kinsella,Ki-E2-42,drought,2019,8,7,0.233166667,2019-08-07,32,219
Kinsella,Ki-E2-42,drought,2019,8,8,0.211291667,2019-08-08,32,220
Kinsella,Ki-E2-42,drought,2019,8,9,0.300958333,2019-08-09,32,221
Kinsella,Ki-E2-42,drought,2019,8,10,0.293208333,2019-08-10,32,222
Kinsella,Ki-E2-42,drought,2019,8,11,0.284416667,2019-08-11,32,223
Kinsella,Ki-E2-42,drought,2019,8,12,0.285125,2019-08-12,33,224
Kinsella,Ki-E2-42,drought,2019,8,13,0.272625,2019-08-13,33,225
Kinsella,Ki-E2-42,drought,2019,8,14,0.249208333,2019-08-14,33,226
Kinsella,Ki-E2-42,drought,2019,8,15,0.218125,2019-08-15,33,227
Kinsella,Ki-E2-42,drought,2019,8,16,0.201958333,2019-08-16,33,228
Kinsella,Ki-E2-42,drought,2019,8,17,0.195958333,2019-08-17,33,229
Kinsella,Ki-E2-42,drought,2019,8,18,0.188041667,2019-08-18,33,230
Kinsella,Ki-E2-42,drought,2019,8,19,0.18225,2019-08-19,34,231
Kinsella,Ki-E2-42,drought,2019,8,20,0.176291667,2019-08-20,34,232
Kinsella,Ki-E2-42,drought,2019,8,21,0.166875,2019-08-21,34,233
Kinsella,Ki-E2-42,drought,2019,8,22,0.15925,2019-08-22,34,234
Kinsella,Ki-E2-42,drought,2019,8,23,0.155875,2019-08-23,34,235
Kinsella,Ki-E2-42,drought,2019,8,24,0.1535,2019-08-24,34,236
Kinsella,Ki-E2-42,drought,2019,8,25,0.14975,2019-08-25,34,237
Kinsella,Ki-E2-42,drought,2019,8,26,0.146,2019-08-26,35,238
Kinsella,Ki-E2-42,drought,2019,8,27,0.144083333,2019-08-27,35,239
Kinsella,Ki-E2-42,drought,2019,8,28,0.141041667,2019-08-28,35,240
Kinsella,Ki-E2-42,drought,2019,8,29,0.138125,2019-08-29,35,241
Kinsella,Ki-E2-42,drought,2019,8,30,0.136625,2019-08-30,35,242
Kinsella,Ki-E2-42,drought,2019,8,31,0.137625,2019-08-31,35,243
Kinsella,Ki-E2-42,drought,2019,9,1,0.138083333,2019-09-01,35,244
Kinsella,Ki-E2-42,drought,2019,9,2,0.137416667,2019-09-02,36,245
Kinsella,Ki-E2-42,drought,2019,9,3,0.13575,2019-09-03,36,246
Kinsella,Ki-E2-42,drought,2019,9,4,0.133125,2019-09-04,36,247
Kinsella,Ki-E2-42,drought,2019,9,5,0.130875,2019-09-05,36,248
Kinsella,Ki-E2-42,drought,2019,9,6,0.12875,2019-09-06,36,249
Kinsella,Ki-E2-42,drought,2019,9,7,0.127666667,2019-09-07,36,250
Kinsella,Ki-E2-42,drought,2019,9,8,0.155333333,2019-09-08,36,251
Kinsella,Ki-E2-42,drought,2019,9,9,0.164,2019-09-09,37,252
Kinsella,Ki-E2-42,drought,2019,9,10,0.1565,2019-09-10,37,253
Kinsella,Ki-E2-42,drought,2019,9,11,0.153375,2019-09-11,37,254
Kinsella,Ki-E2-42,drought,2019,9,12,0.146791667,2019-09-12,37,255
Kinsella,Ki-E2-42,drought,2019,9,13,0.139,2019-09-13,37,256
Mattheis,Ma-B10-70,drought,2017,5,1,0.130625,2017-05-01,18,121
Mattheis,Ma-B10-70,drought,2017,5,2,0.131125,2017-05-02,18,122
Mattheis,Ma-B10-70,drought,2017,5,3,0.137791667,2017-05-03,18,123
Mattheis,Ma-B10-70,drought,2017,5,4,0.1295,2017-05-04,18,124
Mattheis,Ma-B10-70,drought,2017,5,5,0.117583333,2017-05-05,18,125
Mattheis,Ma-B10-70,drought,2017,5,6,0.106416667,2017-05-06,18,126
Mattheis,Ma-B10-70,drought,2017,5,7,0.096916667,2017-05-07,18,127
Mattheis,Ma-B10-70,drought,2017,5,8,0.096541667,2017-05-08,19,128
Mattheis,Ma-B10-70,drought,2017,5,9,0.084958333,2017-05-09,19,129
Mattheis,Ma-B10-70,drought,2017,5,10,0.075291667,2017-05-10,19,130
Mattheis,Ma-B10-70,drought,2017,5,11,0.0665,2017-05-11,19,131
Mattheis,Ma-B10-70,drought,2017,5,12,0.057916667,2017-05-12,19,132
Mattheis,Ma-B10-70,drought,2017,5,13,0.071166667,2017-05-13,19,133
Mattheis,Ma-B10-70,drought,2017,5,14,0.147208333,2017-05-14,19,134
Mattheis,Ma-B10-70,drought,2017,5,15,0.137291667,2017-05-15,20,135
Mattheis,Ma-B10-70,drought,2017,5,16,0.12975,2017-05-16,20,136
Mattheis,Ma-B10-70,drought,2017,5,17,0.12125,2017-05-17,20,137
Mattheis,Ma-B10-70,drought,2017,5,18,0.114916667,2017-05-18,20,138
Mattheis,Ma-B10-70,drought,2017,5,19,0.105083333,2017-05-19,20,139
Mattheis,Ma-B10-70,drought,2017,5,20,0.0905,2017-05-20,20,140
Mattheis,Ma-B10-70,drought,2017,5,21,0.076083333,2017-05-21,20,141
Mattheis,Ma-B10-70,drought,2017,5,22,0.06475,2017-05-22,21,142
Mattheis,Ma-B10-70,drought,2017,5,23,0.05425,2017-05-23,21,143
Mattheis,Ma-B10-70,drought,2017,5,24,0.050333333,2017-05-24,21,144
Mattheis,Ma-B10-70,drought,2017,5,25,0.093833333,2017-05-25,21,145
Mattheis,Ma-B10-70,drought,2017,5,26,0.076416667,2017-05-26,21,146
Mattheis,Ma-B10-70,drought,2017,5,27,0.061666667,2017-05-27,21,147
Mattheis,Ma-B10-70,drought,2017,5,28,0.05,2017-05-28,21,148
Mattheis,Ma-B10-70,drought,2017,5,29,0.043875,2017-05-29,22,149
Mattheis,Ma-B10-70,drought,2017,5,30,0.039875,2017-05-30,22,150
Mattheis,Ma-B10-70,drought,2017,5,31,0.037833333,2017-05-31,22,151
Mattheis,Ma-B10-70,drought,2017,6,1,0.060583333,2017-06-01,22,152
Mattheis,Ma-B10-70,drought,2017,6,2,0.044458333,2017-06-02,22,153
Mattheis,Ma-B10-70,drought,2017,6,3,0.038375,2017-06-03,22,154
Mattheis,Ma-B10-70,drought,2017,6,4,0.0365,2017-06-04,22,155
Mattheis,Ma-B10-70,drought,2017,6,5,0.12675,2017-06-05,23,156
Mattheis,Ma-B10-70,drought,2017,6,6,0.12825,2017-06-06,23,157
Mattheis,Ma-B10-70,drought,2017,6,7,0.102875,2017-06-07,23,158
Mattheis,Ma-B10-70,drought,2017,6,8,0.072666667,2017-06-08,23,159
Mattheis,Ma-B10-70,drought,2017,6,9,0.132666667,2017-06-09,23,160
Mattheis,Ma-B10-70,drought,2017,6,10,0.117625,2017-06-10,23,161
Mattheis,Ma-B10-70,drought,2017,6,11,0.098791667,2017-06-11,23,162
Mattheis,Ma-B10-70,drought,2017,6,12,0.072666667,2017-06-12,24,163
Mattheis,Ma-B10-70,drought,2017,6,13,0.076375,2017-06-13,24,164
Mattheis,Ma-B10-70,drought,2017,6,14,0.152875,2017-06-14,24,165
Mattheis,Ma-B10-70,drought,2017,6,15,0.138083333,2017-06-15,24,166
Mattheis,Ma-B10-70,drought,2017,6,16,0.115958333,2017-06-16,24,167
Mattheis,Ma-B10-70,drought,2017,6,17,0.09575,2017-06-17,24,168
Mattheis,Ma-B10-70,drought,2017,6,18,0.07475,2017-06-18,24,169
Mattheis,Ma-B10-70,drought,2017,6,19,0.059708333,2017-06-19,25,170
Mattheis,Ma-B10-70,drought,2017,6,20,0.050166667,2017-06-20,25,171
Mattheis,Ma-B10-70,drought,2017,6,21,0.040958333,2017-06-21,25,172
Mattheis,Ma-B10-70,drought,2017,6,22,0.0585,2017-06-22,25,173
Mattheis,Ma-B10-70,drought,2017,6,23,0.057041667,2017-06-23,25,174
Mattheis,Ma-B10-70,drought,2017,6,24,0.044708333,2017-06-24,25,175
Mattheis,Ma-B10-70,drought,2017,6,25,0.039833333,2017-06-25,25,176
Mattheis,Ma-B10-70,drought,2017,6,26,0.03625,2017-06-26,26,177
Mattheis,Ma-B10-70,drought,2017,6,27,0.033875,2017-06-27,26,178
Mattheis,Ma-B10-70,drought,2017,6,28,0.032666667,2017-06-28,26,179
Mattheis,Ma-B10-70,drought,2017,6,29,0.031666667,2017-06-29,26,180
Mattheis,Ma-B10-70,drought,2017,6,30,0.0305,2017-06-30,26,181
Mattheis,Ma-B10-70,drought,2017,7,1,0.045791667,2017-07-01,26,182
Mattheis,Ma-B10-70,drought,2017,7,2,0.157458333,2017-07-02,26,183
Mattheis,Ma-B10-70,drought,2017,7,3,0.137208333,2017-07-03,27,184
Mattheis,Ma-B10-70,drought,2017,7,4,0.120541667,2017-07-04,27,185
Mattheis,Ma-B10-70,drought,2017,7,5,0.1035,2017-07-05,27,186
Mattheis,Ma-B10-70,drought,2017,7,6,0.080375,2017-07-06,27,187
Mattheis,Ma-B10-70,drought,2017,7,7,0.060125,2017-07-07,27,188
Mattheis,Ma-B10-70,drought,2017,7,8,0.048416667,2017-07-08,27,189
Mattheis,Ma-B10-70,drought,2017,7,9,0.043875,2017-07-09,27,190
Mattheis,Ma-B10-70,drought,2017,7,10,0.039166667,2017-07-10,28,191
Mattheis,Ma-B10-70,drought,2017,7,11,0.15175,2017-07-11,28,192
Mattheis,Ma-B10-70,drought,2017,7,12,0.162375,2017-07-12,28,193
Mattheis,Ma-B10-70,drought,2017,7,13,0.15225,2017-07-13,28,194
Mattheis,Ma-B10-70,drought,2017,7,14,0.137291667,2017-07-14,28,195
Mattheis,Ma-B10-70,drought,2017,7,15,0.127416667,2017-07-15,28,196
Mattheis,Ma-B10-70,drought,2017,7,16,0.116208333,2017-07-16,28,197
Mattheis,Ma-B10-70,drought,2017,7,17,0.101791667,2017-07-17,29,198
Mattheis,Ma-B10-70,drought,2017,7,18,0.087208333,2017-07-18,29,199
Mattheis,Ma-B10-70,drought,2017,7,19,0.072,2017-07-19,29,200
Mattheis,Ma-B10-70,drought,2017,7,20,0.0625,2017-07-20,29,201
Mattheis,Ma-B10-70,drought,2017,7,21,0.057041667,2017-07-21,29,202
Mattheis,Ma-B10-70,drought,2017,7,22,0.052625,2017-07-22,29,203
Mattheis,Ma-B10-70,drought,2017,7,23,0.047958333,2017-07-23,29,204
Mattheis,Ma-B10-70,drought,2017,7,24,0.046708333,2017-07-24,30,205
Mattheis,Ma-B10-70,drought,2017,7,25,0.042958333,2017-07-25,30,206
Mattheis,Ma-B10-70,drought,2017,7,26,0.040083333,2017-07-26,30,207
Mattheis,Ma-B10-70,drought,2017,7,27,0.037916667,2017-07-27,30,208
Mattheis,Ma-B10-70,drought,2017,7,28,0.035875,2017-07-28,30,209
Mattheis,Ma-B10-70,drought,2017,7,29,0.035083333,2017-07-29,30,210
Mattheis,Ma-B10-70,drought,2017,7,30,0.033041667,2017-07-30,30,211
Mattheis,Ma-B10-70,drought,2017,7,31,0.031875,2017-07-31,31,212
Mattheis,Ma-B10-70,drought,2017,8,1,0.055,2017-08-01,31,213
Mattheis,Ma-B10-70,drought,2017,8,2,0.084208333,2017-08-02,31,214
Mattheis,Ma-B10-70,drought,2017,8,3,0.064,2017-08-03,31,215
Mattheis,Ma-B10-70,drought,2017,8,4,0.047708333,2017-08-04,31,216
Mattheis,Ma-B10-70,drought,2017,8,5,0.046083333,2017-08-05,31,217
Mattheis,Ma-B10-70,drought,2017,8,6,0.041666667,2017-08-06,31,218
Mattheis,Ma-B10-70,drought,2017,8,7,0.037125,2017-08-07,32,219
Mattheis,Ma-B10-70,drought,2017,8,8,0.033791667,2017-08-08,32,220
Mattheis,Ma-B10-70,drought,2017,8,9,0.031333333,2017-08-09,32,221
Mattheis,Ma-B10-70,drought,2017,8,10,0.029916667,2017-08-10,32,222
Mattheis,Ma-B10-70,drought,2017,8,11,0.029083333,2017-08-11,32,223
Mattheis,Ma-B10-70,drought,2017,8,12,0.027666667,2017-08-12,32,224
Mattheis,Ma-B10-70,drought,2017,8,13,0.026625,2017-08-13,32,225
Mattheis,Ma-B10-70,drought,2017,8,14,0.028166667,2017-08-14,33,226
Mattheis,Ma-B10-70,drought,2017,8,15,0.027375,2017-08-15,33,227
Mattheis,Ma-B10-70,drought,2017,8,16,0.026333333,2017-08-16,33,228
Mattheis,Ma-B10-70,drought,2017,8,17,0.026333333,2017-08-17,33,229
Mattheis,Ma-B10-70,drought,2017,8,18,0.025416667,2017-08-18,33,230
Mattheis,Ma-B10-70,drought,2017,8,19,0.023916667,2017-08-19,33,231
Mattheis,Ma-B10-70,drought,2017,8,20,0.023916667,2017-08-20,33,232
Mattheis,Ma-B10-70,drought,2017,8,21,0.023958333,2017-08-21,34,233
Mattheis,Ma-B10-70,drought,2017,8,22,0.024958333,2017-08-22,34,234
Mattheis,Ma-B10-70,drought,2017,8,23,0.024625,2017-08-23,34,235
Mattheis,Ma-B10-70,drought,2017,8,24,0.023083333,2017-08-24,34,236
Mattheis,Ma-B10-70,drought,2017,8,25,0.023375,2017-08-25,34,237
Mattheis,Ma-B10-70,drought,2017,8,26,0.023083333,2017-08-26,34,238
Mattheis,Ma-B10-70,drought,2017,8,27,0.022583333,2017-08-27,34,239
Mattheis,Ma-B10-70,drought,2017,8,28,0.022833333,2017-08-28,35,240
Mattheis,Ma-B10-70,drought,2017,8,29,0.022791667,2017-08-29,35,241
Mattheis,Ma-B10-70,drought,2017,8,30,0.02275,2017-08-30,35,242
Mattheis,Ma-B10-70,drought,2017,8,31,0.02275,2017-08-31,35,243
Mattheis,Ma-B10-70,drought,2017,9,1,0.022583333,2017-09-01,35,244
Mattheis,Ma-B10-70,drought,2017,9,2,0.022041667,2017-09-02,35,245
Mattheis,Ma-B10-70,drought,2017,9,3,0.022083333,2017-09-03,35,246
Mattheis,Ma-B10-70,drought,2017,9,4,0.027625,2017-09-04,36,247
Mattheis,Ma-B10-70,drought,2017,9,5,0.023666667,2017-09-05,36,248
Mattheis,Ma-B10-70,drought,2017,9,6,0.022166667,2017-09-06,36,249
Mattheis,Ma-B10-70,drought,2017,9,7,0.021,2017-09-07,36,250
Mattheis,Ma-B10-70,drought,2017,9,8,0.020041667,2017-09-08,36,251
Mattheis,Ma-B10-70,drought,2017,9,9,0.021,2017-09-09,36,252
Mattheis,Ma-B10-70,drought,2017,9,10,0.020916667,2017-09-10,36,253
Mattheis,Ma-B10-70,drought,2017,9,11,0.019791667,2017-09-11,37,254
Mattheis,Ma-B10-70,drought,2017,9,12,0.019833333,2017-09-12,37,255
